iter	Passed	Remaining
1665	103223	20694
1666	103282	20631
1667	103350	20571
1668	103407	20507
1669	103466	20445
1670	103518	20381
1671	103572	20318
1672	103628	20254
1673	103689	20192
1674	103745	20129
1675	103803	20066
1676	103858	20003
1677	103916	19941
1678	103979	19879
1679	104035	19816
1680	104096	19754
1681	104149	19690
1682	104206	19627
1683	104264	19565
1684	104323	19502
1685	104381	19439
1686	104442	19377
1687	104506	19316
1688	104566	19254
1689	104625	19191
1690	104679	19128
1691	104748	19067
1692	104820	19007
1693	104875	18944
1694	104931	18881
1695	104990	18819
1696	105051	18756
1697	105112	18694
1698	105170	18632
1699	105223	18568
1700	105284	18506
1701	105340	18443
1702	105395	18380
1703	105453	18318
1704	105506	18254
1705	105571	18193
1706	105634	18131
1707	105696	18069
1708	105755	18007
1709	105813	17945
1710	105874	17882
1711	105936	17821
1712	105997	17759
1713	106057	17696
1714	106130	17636
1715	106199	17576
1716	106275	17516
1717	106338	17454
1718	106394	17392
1719	106455	17330
1720	106517	17268
1721	106575	17205
1722	106632	17142
1723	106693	17080
1724	106753	17018
1725	106812	16956
1726	106868	16893
1727	106925	16830
1728	106974	16766
1729	107034	16704
1730	107089	16641
1731	107140	16578
1732	107197	16515
1733	107257	16453
1734	107314	16390
1735	107370	16328
1736	107432	16266
1737	107489	16203
1738	107549	16141
1739	107609	16079
1740	107667	16017
1741	107727	15955
1742	107785	15892
1743	107840	15829
1744	107895	15767
1745	107955	15704
1746	108012	15642
1747	108071	15580
1748	108127	15517
1749	108186	15455
1750	108242	15392
1751	108300	15330
1752	108360	15268
1753	108421	15206
1754	108473	15143
1755	108532	15080
1756	108589	15018
1757	108653	14956
1758	108712	14894
1759	108767	14831
1760	108822	14769
1761	108880	14706
1762	108941	14645
1763	109000	14582
1764	109058	14520
1765	109123	14459
1766	109183	14397
1767	109242	14334
1768	109304	14273
1769	109361	14210
1770	109422	14148
1771	109485	14087
1772	109546	14025
1773	109606	13963
1774	109668	13901
1775	109727	13839
1776	109785	13777
1777	109848	13715
1778	109907	13653
1779	109965	13591
1780	110024	13529
1781	110087	13467
1782	110148	13405
1783	110213	13344
1784	110272	13282
1785	110338	13220
1786	110392	13158
1787	110455	13096
1788	110510	13033
1789	110569	12971
1790	110628	12909
1791	110685	12847
1792	110743	12785
1793	110799	12722
1794	110855	12660
1795	110912	12598
1796	110968	12535
1797	111032	12474
1798	111090	12411
1799	111150	12350
1800	111206	12287
1801	111272	12226
1802	111332	12164
1803	111394	12102
1804	111450	12040
1805	111512	11978
1806	111583	11917
1807	111643	11855
1808	111701	11793
1809	111763	11732
1810	111824	11670
1811	111879	11607
1812	111940	11545
1813	112000	11484
1814	112055	11421
1815	112111	11359
1816	112172	11297
1817	112230	11235
1818	112287	11173
1819	112344	11110
1820	112403	11048
1821	112469	10987
1822	112530	10925
1823	112578	10862
1824	112639	10801
1825	112695	10738
1826	112753	10676
1827	112810	10614
1828	112870	10552
1829	112932	10491
1830	112994	10429
1831	113058	10367
1832	113112	10305
1833	113177	10243
1834	113234	10181
1835	113294	10119
1836	113366	10059
1837	113424	9997
1838	113480	9934
1839	113534	9872
1840	113601	9811
1841	113677	9750
1842	113739	9689
1843	113802	9627
1844	113861	9565
1845	113917	9503
1846	113976	9441
1847	114038	9379
1848	114105	9318
1849	114168	9256
1850	114223	9194
1851	114283	9132
1852	114361	9072
1853	114420	9010
1854	114480	8948
1855	114544	8887
1856	114604	8825
1857	114658	8762
1858	114712	8700
1859	114772	8638
1860	114831	8576
1861	114890	8514
1862	114948	8452
1863	115005	8390
1864	115069	8329
1865	115120	8266
1866	115173	8204
1867	115225	8142
1868	115281	8080
1869	115337	8018
1870	115395	7956
1871	115453	7894
1872	115510	7832
1873	115572	7770
1874	115628	7708
1875	115689	7646
1876	115741	7584
1877	115793	7522
1878	115852	7460
1879	115894	7397
1880	115950	7335
1881	116009	7273
1882	116068	7211
1883	116128	7150
1884	116187	7088
1885	116238	7026
1886	116299	6964
1887	116354	6902
1888	116410	6840
1889	116470	6778
1890	116533	6717
1891	116592	6655
1892	116648	6593
1893	116707	6531
1894	116764	6469
1895	116823	6408
1896	116875	6345
1897	116932	6284
1898	116989	6222
1899	117046	6160
1900	117103	6098
1901	117162	6036
1902	117223	5975
1903	117276	5913
1904	117337	5851
1905	117395	5789
1906	117449	5727
1907	117505	5665
1908	117563	5604
1909	117627	5542
1910	117683	5480
1911	117740	5419
1912	117796	5357
1913	117852	5295
1914	117911	5233
1915	117964	5171
1916	118024	5110
1917	118069	5047
1918	118131	4986
1919	118186	4924
1920	118241	4862
1921	118295	4800
1922	118352	4739
1923	118406	4677
1924	118453	4615
1925	118508	4553
1926	118571	4491
1927	118633	4430
1928	118690	4368
1929	118745	4306
1930	118802	4245
1931	118864	4183
1932	118923	4122
1933	118981	4060
1934	119043	3998
1935	119110	3937
1936	119184	3876
1937	119248	3814
1938	119310	3753
1939	119371	3691
1940	119431	3630
1941	119492	3568
1942	119553	3507
1943	119612	3445
1944	119674	3384
1945	119734	3322
1946	119806	3261
1947	119865	3199
1948	119921	3138
1949	119999	3076
1950	120066	3015
1951	120125	2953
1952	120182	2892
1953	120241	2830
1954	120302	2769
1955	120361	2707
1956	120425	2646
1957	120494	2584
1958	120570	2523
1959	120643	2462
1960	120702	2400
1961	120762	2338
1962	120818	2277
1963	120870	2215
1964	120928	2153
1965	120984	2092
1966	121042	2030
1967	121103	1969
1968	121163	1907
1969	121222	1846
1970	121282	1784
1971	121337	1722
1972	121396	1661
1973	121456	1599
1974	121515	1538
1975	121575	1476
1976	121629	1415
1977	121683	1353
1978	121739	1291
1979	121795	1230
1980	121852	1168
1981	121911	1107
1982	121972	1045
1983	122027	984
1984	122089	922
1985	122146	861
1986	122204	799
1987	122263	738
1988	122317	676
1989	122371	614
1990	122431	553
1991	122490	491
1992	122549	430
1993	122611	368
1994	122668	307
1995	122729	245
1996	122788	184
1997	122850	122
1998	122901	61
1999	122959	0
